"seqid"	"type"	"start"	"end"	"strand"	"gene"	"gene_biotype"	"ID"	"Name"	"Parent"	"product"	"protein_id"
"172"	"U00096.3"	"CDS"	87357	87848	"+"	"ilvH"	NA	"cds-AAC73189.1"	"AAC73189.1"	"gene-b0078"	"acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit"	"AAC73189.1"
"173"	"U00096.3"	"gene"	88028	89032	"+"	"cra"	"protein_coding"	"gene-b0080"	"cra"	NA	NA	NA
"174"	"U00096.3"	"CDS"	88028	89032	"+"	"cra"	NA	"cds-AAC73191.1"	"AAC73191.1"	"gene-b0080"	"DNA-binding transcriptional dual regulator Cra"	"AAC73191.1"
"175"	"U00096.3"	"gene"	89634	90092	"+"	"mraZ"	"protein_coding"	"gene-b0081"	"mraZ"	NA	NA	NA
"176"	"U00096.3"	"CDS"	89634	90092	"+"	"mraZ"	NA	"cds-AAC73192.1"	"AAC73192.1"	"gene-b0081"	"DNA-binding transcriptional repressor MraZ"	"AAC73192.1"
"177"	"U00096.3"	"gene"	90094	91035	"+"	"rsmH"	"protein_coding"	"gene-b0082"	"rsmH"	NA	NA	NA
"178"	"U00096.3"	"CDS"	90094	91035	"+"	"rsmH"	NA	"cds-AAC73193.1"	"AAC73193.1"	"gene-b0082"	"16S rRNA m(4)C1402 methyltransferase"	"AAC73193.1"
"179"	"U00096.3"	"gene"	91032	91397	"+"	"ftsL"	"protein_coding"	"gene-b0083"	"ftsL"	NA	NA	NA
"180"	"U00096.3"	"CDS"	91032	91397	"+"	"ftsL"	NA	"cds-AAC73194.1"	"AAC73194.1"	"gene-b0083"	"cell division protein FtsL"	"AAC73194.1"
"181"	"U00096.3"	"gene"	91413	93179	"+"	"ftsI"	"protein_coding"	"gene-b0084"	"ftsI"	NA	NA	NA
"182"	"U00096.3"	"CDS"	91413	93179	"+"	"ftsI"	NA	"cds-AAC73195.1"	"AAC73195.1"	"gene-b0084"	"peptidoglycan DD-transpeptidase FtsI"	"AAC73195.1"
"183"	"U00096.3"	"gene"	92485	92658	"+"	"ftsO"	"ncRNA"	"gene-b4810"	"ftsO"	NA	NA	NA
"184"	"U00096.3"	"ncRNA"	92485	92658	"+"	"ftsO"	NA	"rna-b4810"	NA	"gene-b4810"	"small regulatory RNA FtsO"	NA
"185"	"U00096.3"	"exon"	92485	92658	"+"	"ftsO"	NA	"exon-b4810-1"	NA	"rna-b4810"	"small regulatory RNA FtsO"	NA
"186"	"U00096.3"	"gene"	93166	94653	"+"	"murE"	"protein_coding"	"gene-b0085"	"murE"	NA	NA	NA
"187"	"U00096.3"	"CDS"	93166	94653	"+"	"murE"	NA	"cds-AAC73196.1"	"AAC73196.1"	"gene-b0085"	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase"	"AAC73196.1"
"188"	"U00096.3"	"gene"	94650	96008	"+"	"murF"	"protein_coding"	"gene-b0086"	"murF"	NA	NA	NA
"189"	"U00096.3"	"CDS"	94650	96008	"+"	"murF"	NA	"cds-AAC73197.1"	"AAC73197.1"	"gene-b0086"	"D-alanyl-D-alanine-adding enzyme"	"AAC73197.1"
"190"	"U00096.3"	"gene"	96002	97084	"+"	"mraY"	"protein_coding"	"gene-b0087"	"mraY"	NA	NA	NA
"191"	"U00096.3"	"CDS"	96002	97084	"+"	"mraY"	NA	"cds-AAC73198.1"	"AAC73198.1"	"gene-b0087"	"phospho-N-acetylmuramoyl-pentapeptide-transferase"	"AAC73198.1"
"192"	"U00096.3"	"gene"	97087	98403	"+"	"murD"	"protein_coding"	"gene-b0088"	"murD"	NA	NA	NA
"193"	"U00096.3"	"CDS"	97087	98403	"+"	"murD"	NA	"cds-AAC73199.1"	"AAC73199.1"	"gene-b0088"	"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"	"AAC73199.1"
"194"	"U00096.3"	"gene"	98403	99647	"+"	"ftsW"	"protein_coding"	"gene-b0089"	"ftsW"	NA	NA	NA
"195"	"U00096.3"	"CDS"	98403	99647	"+"	"ftsW"	NA	"cds-AAC73200.1"	"AAC73200.1"	"gene-b0089"	"peptidoglycan glycosyltransferase FtsW"	"AAC73200.1"
"196"	"U00096.3"	"gene"	99644	100711	"+"	"murG"	"protein_coding"	"gene-b0090"	"murG"	NA	NA	NA
"197"	"U00096.3"	"CDS"	99644	100711	"+"	"murG"	NA	"cds-AAC73201.1"	"AAC73201.1"	"gene-b0090"	"N-acetylglucosaminyl transferase"	"AAC73201.1"
"198"	"U00096.3"	"gene"	100765	102240	"+"	"murC"	"protein_coding"	"gene-b0091"	"murC"	NA	NA	NA
"199"	"U00096.3"	"CDS"	100765	102240	"+"	"murC"	NA	"cds-AAC73202.1"	"AAC73202.1"	"gene-b0091"	"UDP-N-acetylmuramate--L-alanine ligase"	"AAC73202.1"
"200"	"U00096.3"	"gene"	102233	103153	"+"	"ddlB"	"protein_coding"	"gene-b0092"	"ddlB"	NA	NA	NA
"201"	"U00096.3"	"CDS"	102233	103153	"+"	"ddlB"	NA	"cds-AAC73203.1"	"AAC73203.1"	"gene-b0092"	"D-alanine--D-alanine ligase B"	"AAC73203.1"
"202"	"U00096.3"	"gene"	103155	103985	"+"	"ftsQ"	"protein_coding"	"gene-b0093"	"ftsQ"	NA	NA	NA
"203"	"U00096.3"	"CDS"	103155	103985	"+"	"ftsQ"	NA	"cds-AAC73204.1"	"AAC73204.1"	"gene-b0093"	"cell division protein FtsQ"	"AAC73204.1"
"204"	"U00096.3"	"gene"	103982	105244	"+"	"ftsA"	"protein_coding"	"gene-b0094"	"ftsA"	NA	NA	NA
"205"	"U00096.3"	"CDS"	103982	105244	"+"	"ftsA"	NA	"cds-AAC73205.1"	"AAC73205.1"	"gene-b0094"	"cell division protein FtsA"	"AAC73205.1"
"206"	"U00096.3"	"gene"	105305	106456	"+"	"ftsZ"	"protein_coding"	"gene-b0095"	"ftsZ"	NA	NA	NA
"207"	"U00096.3"	"CDS"	105305	106456	"+"	"ftsZ"	NA	"cds-AAC73206.1"	"AAC73206.1"	"gene-b0095"	"cell division protein FtsZ"	"AAC73206.1"
"208"	"U00096.3"	"gene"	106557	107474	"+"	"lpxC"	"protein_coding"	"gene-b0096"	"lpxC"	NA	NA	NA
"209"	"U00096.3"	"CDS"	106557	107474	"+"	"lpxC"	NA	"cds-AAC73207.1"	"AAC73207.1"	"gene-b0096"	"UDP-3-O-acyl-N-acetylglucosamine deacetylase"	"AAC73207.1"
"210"	"U00096.3"	"gene"	107705	108217	"+"	"secM"	"protein_coding"	"gene-b0097"	"secM"	NA	NA	NA
"211"	"U00096.3"	"CDS"	107705	108217	"+"	"secM"	NA	"cds-AAC73208.2"	"AAC73208.2"	"gene-b0097"	"SecA translation regulator"	"AAC73208.2"
"212"	"U00096.3"	"gene"	108279	110984	"+"	"secA"	"protein_coding"	"gene-b0098"	"secA"	NA	NA	NA
"213"	"U00096.3"	"CDS"	108279	110984	"+"	"secA"	NA	"cds-AAC73209.1"	"AAC73209.1"	"gene-b0098"	"protein translocation ATPase"	"AAC73209.1"
"214"	"U00096.3"	"gene"	111044	111433	"+"	"mutT"	"protein_coding"	"gene-b0099"	"mutT"	NA	NA	NA
"215"	"U00096.3"	"CDS"	111044	111433	"+"	"mutT"	NA	"cds-AAC73210.1"	"AAC73210.1"	"gene-b0099"	"8-oxo-dGTP diphosphatase"	"AAC73210.1"
"216"	"U00096.3"	"gene"	111649	111846	"-"	"yacG"	"protein_coding"	"gene-b0101"	"yacG"	NA	NA	NA
"217"	"U00096.3"	"CDS"	111649	111846	"-"	"yacG"	NA	"cds-AAC73212.1"	"AAC73212.1"	"gene-b0101"	"DNA gyrase inhibitor YacG"	"AAC73212.1"
"218"	"U00096.3"	"gene"	111856	112599	"-"	"zapD"	"protein_coding"	"gene-b0102"	"zapD"	NA	NA	NA
"219"	"U00096.3"	"CDS"	111856	112599	"-"	"zapD"	NA	"cds-AAC73213.1"	"AAC73213.1"	"gene-b0102"	"cell division factor ZapD"	"AAC73213.1"
"220"	"U00096.3"	"gene"	112599	113219	"-"	"coaE"	"protein_coding"	"gene-b0103"	"coaE"	NA	NA	NA
"221"	"U00096.3"	"CDS"	112599	113219	"-"	"coaE"	NA	"cds-AAC73214.1"	"AAC73214.1"	"gene-b0103"	"dephospho-CoA kinase"	"AAC73214.1"
"222"	"U00096.3"	"gene"	113244	113288	"+"	"yacM"	"protein_coding"	"gene-b4727"	"yacM"	NA	NA	NA
"223"	"U00096.3"	"CDS"	113244	113288	"+"	"yacM"	NA	"cds-AYC08165.1"	"AYC08165.1"	"gene-b4727"	"protein YacM"	"AYC08165.1"
"224"	"U00096.3"	"gene"	113444	114487	"+"	"guaC"	"protein_coding"	"gene-b0104"	"guaC"	NA	NA	NA
"225"	"U00096.3"	"CDS"	113444	114487	"+"	"guaC"	NA	"cds-AAC73215.1"	"AAC73215.1"	"gene-b0104"	"GMP reductase"	"AAC73215.1"
"226"	"U00096.3"	"gene"	114522	115724	"-"	"hofC"	"protein_coding"	"gene-b0106"	"hofC"	NA	NA	NA
"227"	"U00096.3"	"CDS"	114522	115724	"-"	"hofC"	NA	"cds-AAC73217.1"	"AAC73217.1"	"gene-b0106"	"inner membrane protein HofC"	"AAC73217.1"
"228"	"U00096.3"	"gene"	115714	117099	"-"	"hofB"	"protein_coding"	"gene-b0107"	"hofB"	NA	NA	NA
"229"	"U00096.3"	"CDS"	115714	117099	"-"	"hofB"	NA	"cds-AAC73218.1"	"AAC73218.1"	"gene-b0107"	"T2SSE family protein"	"AAC73218.1"
"230"	"U00096.3"	"gene"	117109	117549	"-"	"ppdD"	"protein_coding"	"gene-b0108"	"ppdD"	NA	NA	NA
"231"	"U00096.3"	"CDS"	117109	117549	"-"	"ppdD"	NA	"cds-AAC73219.1"	"AAC73219.1"	"gene-b0108"	"prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD"	"AAC73219.1"
"232"	"U00096.3"	"gene"	117752	118645	"-"	"nadC"	"protein_coding"	"gene-b0109"	"nadC"	NA	NA	NA
"233"	"U00096.3"	"CDS"	117752	118645	"-"	"nadC"	NA	"cds-AAC73220.1"	"AAC73220.1"	"gene-b0109"	"quinolinate phosphoribosyltransferase (decarboxylating)"	"AAC73220.1"
"234"	"U00096.3"	"gene"	118733	119284	"+"	"ampD"	"protein_coding"	"gene-b0110"	"ampD"	NA	NA	NA
"235"	"U00096.3"	"CDS"	118733	119284	"+"	"ampD"	NA	"cds-AAC73221.1"	"AAC73221.1"	"gene-b0110"	"1%2C6-anhydro-N-acetylmuramoyl-L-alanine amidase"	"AAC73221.1"
"236"	"U00096.3"	"gene"	119281	120135	"+"	"ampE"	"protein_coding"	"gene-b0111"	"ampE"	NA	NA	NA
"237"	"U00096.3"	"CDS"	119281	120135	"+"	"ampE"	NA	"cds-AAC73222.1"	"AAC73222.1"	"gene-b0111"	"protein AmpE"	"AAC73222.1"
"238"	"U00096.3"	"gene"	120178	121551	"-"	"aroP"	"protein_coding"	"gene-b0112"	"aroP"	NA	NA	NA
"239"	"U00096.3"	"CDS"	120178	121551	"-"	"aroP"	NA	"cds-AAC73223.1"	"AAC73223.1"	"gene-b0112"	"aromatic amino acid:H(+) symporter AroP"	"AAC73223.1"
"240"	"U00096.3"	"gene"	122092	122856	"+"	"pdhR"	"protein_coding"	"gene-b0113"	"pdhR"	NA	NA	NA
"241"	"U00096.3"	"CDS"	122092	122856	"+"	"pdhR"	NA	"cds-AAC73224.1"	"AAC73224.1"	"gene-b0113"	"DNA-binding transcriptional dual regulator PdhR"	"AAC73224.1"
"242"	"U00096.3"	"gene"	123017	125680	"+"	"aceE"	"protein_coding"	"gene-b0114"	"aceE"	NA	NA	NA
"243"	"U00096.3"	"CDS"	123017	125680	"+"	"aceE"	NA	"cds-AAC73225.1"	"AAC73225.1"	"gene-b0114"	"pyruvate dehydrogenase E1 component"	"AAC73225.1"
"244"	"U00096.3"	"gene"	125695	127587	"+"	"aceF"	"protein_coding"	"gene-b0115"	"aceF"	NA	NA	NA
"245"	"U00096.3"	"CDS"	125695	127587	"+"	"aceF"	NA	"cds-AAC73226.1"	"AAC73226.1"	"gene-b0115"	"pyruvate dehydrogenase%2C E2 subunit"	"AAC73226.1"
"246"	"U00096.3"	"gene"	127912	129336	"+"	"lpd"	"protein_coding"	"gene-b0116"	"lpd"	NA	NA	NA
"247"	"U00096.3"	"CDS"	127912	129336	"+"	"lpd"	NA	"cds-AAC73227.1"	"AAC73227.1"	"gene-b0116"	"lipoamide dehydrogenase"	"AAC73227.1"
"248"	"U00096.3"	"gene"	129407	131260	"-"	"yacH"	"protein_coding"	"gene-b0117"	"yacH"	NA	NA	NA
"249"	"U00096.3"	"CDS"	129407	131260	"-"	"yacH"	NA	"cds-AAC73228.1"	"AAC73228.1"	"gene-b0117"	"DUF3300 domain-containing protein YacH"	"AAC73228.1"
"250"	"U00096.3"	"gene"	131615	134212	"+"	"acnB"	"protein_coding"	"gene-b0118"	"acnB"	NA	NA	NA
"251"	"U00096.3"	"CDS"	131615	134212	"+"	"acnB"	NA	"cds-AAC73229.1"	"AAC73229.1"	"gene-b0118"	"AcnB"	"AAC73229.1"
"252"	"U00096.3"	"gene"	134388	134750	"+"	"yacL"	"protein_coding"	"gene-b0119"	"yacL"	NA	NA	NA
"253"	"U00096.3"	"CDS"	134388	134750	"+"	"yacL"	NA	"cds-AAC73230.2"	"AAC73230.2"	"gene-b0119"	"PF06062 family protein YacL"	"AAC73230.2"
"254"	"U00096.3"	"gene"	134788	135582	"-"	"speD"	"protein_coding"	"gene-b0120"	"speD"	NA	NA	NA
"255"	"U00096.3"	"CDS"	134788	135582	"-"	"speD"	NA	"cds-AAC73231.1"	"AAC73231.1"	"gene-b0120"	"S-adenosylmethionine decarboxylase proenzyme"	"AAC73231.1"
"256"	"U00096.3"	"gene"	135598	136464	"-"	"speE"	"protein_coding"	"gene-b0121"	"speE"	NA	NA	NA
"257"	"U00096.3"	"CDS"	135598	136464	"-"	"speE"	NA	"cds-AAC73232.1"	"AAC73232.1"	"gene-b0121"	"spermidine synthase"	"AAC73232.1"
"258"	"U00096.3"	"gene"	136570	136917	"-"	"yacC"	"protein_coding"	"gene-b0122"	"yacC"	NA	NA	NA
"259"	"U00096.3"	"CDS"	136570	136917	"-"	"yacC"	NA	"cds-AAC73233.2"	"AAC73233.2"	"gene-b0122"	"putative lipoprotein YacC"	"AAC73233.2"
"260"	"U00096.3"	"gene"	137083	138633	"+"	"cueO"	"protein_coding"	"gene-b0123"	"cueO"	NA	NA	NA
"261"	"U00096.3"	"CDS"	137083	138633	"+"	"cueO"	NA	"cds-AAC73234.1"	"AAC73234.1"	"gene-b0123"	"multicopper oxidase CueO"	"AAC73234.1"
"262"	"U00096.3"	"gene"	138835	141225	"-"	"gcd"	"protein_coding"	"gene-b0124"	"gcd"	NA	NA	NA
"263"	"U00096.3"	"CDS"	138835	141225	"-"	"gcd"	NA	"cds-AAC73235.1"	"AAC73235.1"	"gene-b0124"	"quinoprotein glucose dehydrogenase"	"AAC73235.1"
"264"	"U00096.3"	"gene"	141431	141967	"+"	"hpt"	"protein_coding"	"gene-b0125"	"hpt"	NA	NA	NA
"265"	"U00096.3"	"CDS"	141431	141967	"+"	"hpt"	NA	"cds-AAC73236.2"	"AAC73236.2"	"gene-b0125"	"hypoxanthine phosphoribosyltransferase"	"AAC73236.2"
"266"	"U00096.3"	"gene"	142008	142670	"-"	"can"	"protein_coding"	"gene-b0126"	"can"	NA	NA	NA
"267"	"U00096.3"	"CDS"	142008	142670	"-"	"can"	NA	"cds-AAC73237.1"	"AAC73237.1"	"gene-b0126"	"carbonic anhydrase 2"	"AAC73237.1"
"268"	"U00096.3"	"gene"	142779	143705	"+"	"yadG"	"protein_coding"	"gene-b0127"	"yadG"	NA	NA	NA
"269"	"U00096.3"	"CDS"	142779	143705	"+"	"yadG"	NA	"cds-AAC73238.1"	"AAC73238.1"	"gene-b0127"	"putative ABC transporter ATP-binding protein YadG"	"AAC73238.1"
"270"	"U00096.3"	"gene"	143702	144472	"+"	"yadH"	"protein_coding"	"gene-b0128"	"yadH"	NA	NA	NA
"271"	"U00096.3"	"CDS"	143702	144472	"+"	"yadH"	NA	"cds-AAC73239.1"	"AAC73239.1"	"gene-b0128"	"putative ABC transporter membrane subunit YadH"	"AAC73239.1"
"272"	"U00096.3"	"gene"	144577	145017	"+"	"yadI"	"protein_coding"	"gene-b0129"	"yadI"	NA	NA	NA
"273"	"U00096.3"	"CDS"	144577	145017	"+"	"yadI"	NA	"cds-AAC73240.1"	"AAC73240.1"	"gene-b0129"	"putative PTS enzyme IIA component YadI"	"AAC73240.1"
"274"	"U00096.3"	"gene"	145081	146310	"+"	"yadE"	"protein_coding"	"gene-b0130"	"yadE"	NA	NA	NA
"275"	"U00096.3"	"CDS"	145081	146310	"+"	"yadE"	NA	"cds-AAC73241.1"	"AAC73241.1"	"gene-b0130"	"putative polysaccharide deacetylase lipoprotein YadE"	"AAC73241.1"
"276"	"U00096.3"	"gene"	146314	146694	"-"	"panD"	"protein_coding"	"gene-b0131"	"panD"	NA	NA	NA
"277"	"U00096.3"	"CDS"	146314	146694	"-"	"panD"	NA	"cds-AAC73242.1"	"AAC73242.1"	"gene-b0131"	"aspartate 1-decarboxylase proenzyme"	"AAC73242.1"
"278"	"U00096.3"	"gene"	146968	147870	"+"	"rpnC"	"protein_coding"	"gene-b0132"	"rpnC"	NA	NA	NA
"279"	"U00096.3"	"CDS"	146968	147870	"+"	"rpnC"	NA	"cds-AAC73243.1"	"AAC73243.1"	"gene-b0132"	"recombination-promoting nuclease RpnC"	"AAC73243.1"
"280"	"U00096.3"	"gene"	147944	148795	"-"	"panC"	"protein_coding"	"gene-b0133"	"panC"	NA	NA	NA
"281"	"U00096.3"	"CDS"	147944	148795	"-"	"panC"	NA	"cds-AAC73244.1"	"AAC73244.1"	"gene-b0133"	"pantothenate synthetase"	"AAC73244.1"
"282"	"U00096.3"	"gene"	148807	149601	"-"	"panB"	"protein_coding"	"gene-b0134"	"panB"	NA	NA	NA
"283"	"U00096.3"	"CDS"	148807	149601	"-"	"panB"	NA	"cds-AAC73245.1"	"AAC73245.1"	"gene-b0134"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"AAC73245.1"
"284"	"U00096.3"	"gene"	149715	150953	"-"	"yadC"	"protein_coding"	"gene-b0135"	"yadC"	NA	NA	NA
"285"	"U00096.3"	"CDS"	149715	150953	"-"	"yadC"	NA	"cds-AAC73246.1"	"AAC73246.1"	"gene-b0135"	"fimbrial tip-adhesin YadC"	"AAC73246.1"
"286"	"U00096.3"	"gene"	151003	151599	"-"	"yadK"	"protein_coding"	"gene-b0136"	"yadK"	NA	NA	NA
"287"	"U00096.3"	"CDS"	151003	151599	"-"	"yadK"	NA	"cds-AAC73247.1"	"AAC73247.1"	"gene-b0136"	"putative fimbrial protein YadK"	"AAC73247.1"
"288"	"U00096.3"	"gene"	151626	152231	"-"	"yadL"	"protein_coding"	"gene-b0137"	"yadL"	NA	NA	NA
"289"	"U00096.3"	"CDS"	151626	152231	"-"	"yadL"	NA	"cds-AAC73248.1"	"AAC73248.1"	"gene-b0137"	"putative fimbrial protein YadL"	"AAC73248.1"
"290"	"U00096.3"	"gene"	152243	152812	"-"	"yadM"	"protein_coding"	"gene-b0138"	"yadM"	NA	NA	NA
"291"	"U00096.3"	"CDS"	152243	152812	"-"	"yadM"	NA	"cds-AAC73249.2"	"AAC73249.2"	"gene-b0138"	"putative fimbrial protein YadM"	"AAC73249.2"
"292"	"U00096.3"	"gene"	152829	155426	"-"	"htrE"	"protein_coding"	"gene-b0139"	"htrE"	NA	NA	NA
"293"	"U00096.3"	"CDS"	152829	155426	"-"	"htrE"	NA	"cds-AAC73250.1"	"AAC73250.1"	"gene-b0139"	"putative fimbrial usher protein HtrE"	"AAC73250.1"
"294"	"U00096.3"	"gene"	155461	156201	"-"	"yadV"	"protein_coding"	"gene-b0140"	"yadV"	NA	NA	NA
"295"	"U00096.3"	"CDS"	155461	156201	"-"	"yadV"	NA	"cds-AAC73251.1"	"AAC73251.1"	"gene-b0140"	"putative fimbrial chaperone YadV"	"AAC73251.1"
"296"	"U00096.3"	"gene"	156299	156883	"-"	"yadN"	"protein_coding"	"gene-b0141"	"yadN"	NA	NA	NA
"297"	"U00096.3"	"CDS"	156299	156883	"-"	"yadN"	NA	"cds-AAC73252.1"	"AAC73252.1"	"gene-b0141"	"putative fimbrial protein YadN"	"AAC73252.1"
"298"	"U00096.3"	"gene"	157253	157732	"-"	"folK"	"protein_coding"	"gene-b0142"	"folK"	NA	NA	NA
"299"	"U00096.3"	"CDS"	157253	157732	"-"	"folK"	NA	"cds-AAC73253.1"	"AAC73253.1"	"gene-b0142"	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"	"AAC73253.1"
"300"	"U00096.3"	"gene"	157729	159126	"-"	"pcnB"	"protein_coding"	"gene-b0143"	"pcnB"	NA	NA	NA
"301"	"U00096.3"	"CDS"	157729	159126	"-"	"pcnB"	NA	"cds-AAC73254.2"	"AAC73254.2"	"gene-b0143"	"poly(A) polymerase I"	"AAC73254.2"
"302"	"U00096.3"	"gene"	159186	160112	"-"	"gluQ"	"protein_coding"	"gene-b0144"	"gluQ"	NA	NA	NA
"303"	"U00096.3"	"CDS"	159186	160112	"-"	"gluQ"	NA	"cds-AAC73255.3"	"AAC73255.3"	"gene-b0144"	"glutamyl-Q tRNA(Asp) synthetase"	"AAC73255.3"
"304"	"U00096.3"	"gene"	160149	160604	"-"	"dksA"	"protein_coding"	"gene-b0145"	"dksA"	NA	NA	NA
"305"	"U00096.3"	"CDS"	160149	160604	"-"	"dksA"	NA	"cds-AAC73256.1"	"AAC73256.1"	"gene-b0145"	"RNA polymerase-binding transcription factor DksA"	"AAC73256.1"
"306"	"U00096.3"	"gene"	160782	161486	"-"	"sfsA"	"protein_coding"	"gene-b0146"	"sfsA"	NA	NA	NA
"307"	"U00096.3"	"CDS"	160782	161486	"-"	"sfsA"	NA	"cds-AAC73257.1"	"AAC73257.1"	"gene-b0146"	"sugar fermentation stimulation protein A"	"AAC73257.1"
"308"	"U00096.3"	"gene"	161501	162031	"-"	"thpR"	"protein_coding"	"gene-b0147"	"thpR"	NA	NA	NA
"309"	"U00096.3"	"CDS"	161501	162031	"-"	"thpR"	NA	"cds-AAC73258.2"	"AAC73258.2"	"gene-b0147"	"RNA 2'%2C3'-cyclic phosphodiesterase"	"AAC73258.2"
"310"	"U00096.3"	"gene"	162105	164534	"+"	"hrpB"	"protein_coding"	"gene-b0148"	"hrpB"	NA	NA	NA
"311"	"U00096.3"	"CDS"	162105	164534	"+"	"hrpB"	NA	"cds-AAC73259.2"	"AAC73259.2"	"gene-b0148"	"RNA-dependent NTPase HrpB"	"AAC73259.2"
"312"	"U00096.3"	"gene"	164730	167264	"+"	"mrcB"	"protein_coding"	"gene-b0149"	"mrcB"	NA	NA	NA
"313"	"U00096.3"	"CDS"	164730	167264	"+"	"mrcB"	NA	"cds-AAC73260.1"	"AAC73260.1"	"gene-b0149"	"peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB"	"AAC73260.1"
"314"	"U00096.3"	"CDS"	164865	167264	"+"	"mrcB"	NA	"cds-QNV50512.1"	"QNV50512.1"	"gene-b0149"	"PBP1Bgamma"	"QNV50512.1"
"315"	"U00096.3"	"gene"	167484	169727	"+"	"fhuA"	"protein_coding"	"gene-b0150"	"fhuA"	NA	NA	NA
"316"	"U00096.3"	"CDS"	167484	169727	"+"	"fhuA"	NA	"cds-AAC73261.1"	"AAC73261.1"	"gene-b0150"	"ferrichrome outer membrane transporter/phage receptor"	"AAC73261.1"
"317"	"U00096.3"	"gene"	169778	170575	"+"	"fhuC"	"protein_coding"	"gene-b0151"	"fhuC"	NA	NA	NA
"318"	"U00096.3"	"CDS"	169778	170575	"+"	"fhuC"	NA	"cds-AAC73262.1"	"AAC73262.1"	"gene-b0151"	"iron(III) hydroxamate ABC transporter ATP binding subunit"	"AAC73262.1"
"319"	"U00096.3"	"gene"	170575	171465	"+"	"fhuD"	"protein_coding"	"gene-b0152"	"fhuD"	NA	NA	NA
"320"	"U00096.3"	"CDS"	170575	171465	"+"	"fhuD"	NA	"cds-AAC73263.1"	"AAC73263.1"	"gene-b0152"	"iron(III) hydroxamate ABC transporter periplasmic binding protein"	"AAC73263.1"
"321"	"U00096.3"	"gene"	171462	173444	"+"	"fhuB"	"protein_coding"	"gene-b0153"	"fhuB"	NA	NA	NA
"322"	"U00096.3"	"CDS"	171462	173444	"+"	"fhuB"	NA	"cds-AAC73264.1"	"AAC73264.1"	"gene-b0153"	"iron(III) hydroxamate ABC transporter membrane subunit"	"AAC73264.1"
"323"	"U00096.3"	"gene"	173602	174882	"-"	"hemL"	"protein_coding"	"gene-b0154"	"hemL"	NA	NA	NA
"324"	"U00096.3"	"CDS"	173602	174882	"-"	"hemL"	NA	"cds-AAC73265.1"	"AAC73265.1"	"gene-b0154"	"glutamate-1-semialdehyde 2%2C1-aminomutase"	"AAC73265.1"
"325"	"U00096.3"	"gene"	175048	175095	"+"	"yadX"	"protein_coding"	"gene-b4765"	"yadX"	NA	NA	NA
"326"	"U00096.3"	"CDS"	175048	175095	"+"	"yadX"	NA	"cds-QNV50518.1"	"QNV50518.1"	"gene-b4765"	"protein YadX"	"QNV50518.1"
"327"	"U00096.3"	"gene"	175107	176528	"+"	"clcA"	"protein_coding"	"gene-b0155"	"clcA"	NA	NA	NA
"328"	"U00096.3"	"CDS"	175107	176528	"+"	"clcA"	NA	"cds-AAC73266.1"	"AAC73266.1"	"gene-b0155"	"chloride:H(+) antiporter ClcA"	"AAC73266.1"
"329"	"U00096.3"	"gene"	176552	176617	"+"	"yadW"	"protein_coding"	"gene-b4728"	"yadW"	NA	NA	NA
"330"	"U00096.3"	"CDS"	176552	176617	"+"	"yadW"	NA	"cds-AYC08166.1"	"AYC08166.1"	"gene-b4728"	"protein YadW"	"AYC08166.1"
"331"	"U00096.3"	"gene"	176610	176954	"+"	"erpA"	"protein_coding"	"gene-b0156"	"erpA"	NA	NA	NA
"332"	"U00096.3"	"CDS"	176610	176954	"+"	"erpA"	NA	"cds-AAC73267.1"	"AAC73267.1"	"gene-b0156"	"iron-sulfur cluster insertion protein ErpA"	"AAC73267.1"
"333"	"U00096.3"	"gene"	177001	177624	"-"	"yadS"	"protein_coding"	"gene-b0157"	"yadS"	NA	NA	NA
"334"	"U00096.3"	"CDS"	177001	177624	"-"	"yadS"	NA	"cds-AAC73268.1"	"AAC73268.1"	"gene-b0157"	"PF03458 family protein YadS"	"AAC73268.1"
"335"	"U00096.3"	"gene"	177662	178462	"-"	"btuF"	"protein_coding"	"gene-b0158"	"btuF"	NA	NA	NA
"336"	"U00096.3"	"CDS"	177662	178462	"-"	"btuF"	NA	"cds-AAC73269.1"	"AAC73269.1"	"gene-b0158"	"vitamin B12 ABC transporter periplasmic binding protein"	"AAC73269.1"
"337"	"U00096.3"	"gene"	178455	179153	"-"	"mtn"	"protein_coding"	"gene-b0159"	"mtn"	NA	NA	NA
"338"	"U00096.3"	"CDS"	178455	179153	"-"	"mtn"	NA	"cds-AAC73270.1"	"AAC73270.1"	"gene-b0159"	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"	"AAC73270.1"
"339"	"U00096.3"	"gene"	179237	180754	"+"	"dgt"	"protein_coding"	"gene-b0160"	"dgt"	NA	NA	NA
"340"	"U00096.3"	"CDS"	179237	180754	"+"	"dgt"	NA	"cds-AAC73271.1"	"AAC73271.1"	"gene-b0160"	"dGTP triphosphohydrolase"	"AAC73271.1"
